,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,37400,37400,36550,37050,69286
20200730,38050,38050,37200,37400,72841
20200729,37500,37750,36550,37700,119823
20200728,36700,37100,36200,36800,95109
20200727,36350,37200,36050,36650,78092
20200724,35900,36700,34850,36050,185358
20200723,36900,37400,35750,36300,118904
20200722,37400,37700,36700,37200,83120
20200721,36700,37950,36700,37700,116423
20200720,38800,38800,36350,36700,273761
20200717,39050,39350,38750,38800,62774
20200716,40050,40050,38500,39050,189925
20200715,42750,42750,40150,40300,369494
20200714,39750,40600,39250,39750,176477
20200713,40000,40650,39300,40100,142905
20200710,40650,41150,38900,39550,192127
20200709,40500,41500,40050,40550,171193
20200708,40500,41900,40100,40200,296797
20200707,40300,40850,39950,40150,146687
20200706,39200,40950,38700,40200,227973
20200703,39500,40000,38050,39500,286678
20200702,37600,43200,37600,39950,938104
20200701,40750,40750,38000,38050,268997
20200630,40100,43100,38500,41050,751678
20200629,42700,42700,39250,39650,561582
20200626,36850,43800,36050,43500,2881304
20200625,36500,36500,33450,34250,457305
20200624,32350,33650,32050,33450,150600
20200623,31700,33500,31700,32250,148217
20200622,31100,32150,30800,31700,107783
20200619,31950,32300,31050,31450,75288
20200618,31950,32450,31600,31850,61991
20200617,31750,32850,31400,32250,131979
20200616,30300,32450,30050,32150,172014
20200615,31600,32150,29200,29200,270597
20200612,31250,32800,31000,32100,204046
20200611,34450,34500,33350,33450,144557
20200610,34400,34600,33600,34450,96666
20200609,32850,34950,32450,34150,280484
20200608,32850,33000,32300,32700,57529
20200605,32500,32800,31900,32750,70636
20200604,32700,33150,32100,32300,113718
20200603,32300,32950,31850,32300,110172
20200602,32000,32750,31600,32100,71560
20200601,31450,32300,31300,32050,71816
20200529,30950,32400,30850,31300,151726
20200528,33400,33400,30900,31050,210417
20200527,33750,33850,32900,33050,120337
20200526,33200,34000,32000,33800,216363
20200525,35950,36700,32550,33150,755512
20200522,32050,32100,30600,30850,208713
20200521,31000,31700,30750,31550,163656
20200520,31050,31250,30450,30800,110823
20200519,29350,31750,29000,30700,204483
20200518,29700,30350,28950,29000,112531
20200515,30200,30400,29150,29650,117532
20200514,29400,31100,29200,29900,250554
20200513,29300,30550,28500,29550,343516
20200512,28300,29800,27050,28850,381500
20200511,25100,29850,25100,28000,839643
20200508,24500,25350,24100,24900,139885
20200507,24150,24700,24000,24400,93543
20200506,23750,24300,23750,24050,84673
